remoteId,published,modified,Priorità,Evento speciale,Titolo,Titolo breve,Sottotitolo,Descrizione,Locandina,Inizio,Termine,Quando,Orario,Durata,Dove,lat,lon,address,Pagina web,Contatto email ,Contatto telefonico,Informazioni,Costi,Immagine,Evento - manifestazione,Manifestazione cui fa parte,Tipologia,Materia,Destinatari,Circoscrizione,Struttura ospitante,Associazione,Ente organizzatore,Identificativo
51df411fbf4bab7187e6a27190e1a8b3,2019-11-10T13:25:00+01:00,2019-02-11T11:50:46+01:00,0,,Mercatino del riuso,,Vendita di oggetti usati,"
Allo scopo di prolungare il ciclo vitale dei materiali e dei beni e favorire la riduzione della produzione di rifiuti,è promossa la pratica del riutilizzo con un mercatino del riuso.Possono partecipare soggetti che vendono propri oggetti usati, altrimenti destinati alla dismissione e allo smaltimento.La partecipazione dei venditori è soggetta a comunicazione da presentare presso l'ufficio della circoscrizione.",http://www.comune.trento.it/content/download/1203866/11538781/1/locandina_Riuso_Piedicastello-10-11.pdf,2019-11-10T13:25:00+01:00,2019-11-10T13:25:00+01:00,domenica 10 novembre 2019,dalle 9.00 alle 17.00,,piazza di Piedicastello ,46.070901,11.113674,"29, Piazza di Piedicastello, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,"Circoscrizione 						
					                Centro storico Piedicastello
    
",,/var/comunetn/storage/images/citta/vivi-la-citta/eventi-in-citta/mercatino-del-riuso9/11538794-1-ita-IT/Mercatino-del-riuso.jpg,Evento singolo,,Iniziative varie,Ambiente e territorio,,Circoscrizione n. 12 - Centro storico - Piedicastello,,,,
0c0c27fca4f5e010c3fb67b68b592708,2019-11-09T15:14:00+01:00,2019-02-05T14:33:39+01:00,0,,Mercatino dei Gaudenti,,Mercatino dell'usato,,,2019-11-09T15:14:00+01:00,2019-11-09T15:14:00+01:00,Sabato 9 novembre 2019,8.00 - 16.00,,Piazza Garzetti,46.065787,11.124113,"Succursale Liceo classico Giovanni Prati, Piazza Giovanni Battista Garzetti, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-",http://www.mercatinodeigaudenti.it/|http://www.mercatinodeigaudenti.it/ ,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercatino-dei-gaudenti24/11513276-1-ita-IT/Mercatino-dei-Gaudenti.jpg,Evento singolo,Mercatino dei Gaudenti,"Feste, mercati e fiere","Intrattenimento - tempo libero
Hobbistica",,,,,,
2aeacc2406e4560c0ac6c0adcd493058,2019-12-14T15:14:00+01:00,2019-02-05T14:34:17+01:00,0,,Mercatino dei Gaudenti,,Mercatino dell'usato,,,2019-12-14T15:14:00+01:00,2019-12-14T15:14:00+01:00,Sabato 14 dicembre 2019,8.00 - 16.00,,Piazza Garzetti,46.065787,11.124113,"Succursale Liceo classico Giovanni Prati, Piazza Giovanni Battista Garzetti, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-",http://www.mercatinodeigaudenti.it/|http://www.mercatinodeigaudenti.it/ ,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercatino-dei-gaudenti25/11513306-1-ita-IT/Mercatino-dei-Gaudenti.jpg,Evento singolo,Mercatino dei Gaudenti,"Feste, mercati e fiere","Intrattenimento - tempo libero
Hobbistica",,,,,,
43e88cb4e243dba6c175a740f0a34450,2019-11-23T15:14:00+01:00,2019-02-05T14:49:09+01:00,0,,Mercatino dei Gaudenti,,Mercatino dell'usato,,,2019-11-23T15:14:00+01:00,2019-11-23T15:14:00+01:00,Sabato 23 novembre 2019,8.00 - 16.00,,Piazza Dante,46.065905,11.123966,"Trento, Piazza Garzetti",http://www.mercatinodeigaudenti.it/ ,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercatino-dei-gaudenti33/11513636-1-ita-IT/Mercatino-dei-Gaudenti.jpg,Evento singolo,Mercatino dei Gaudenti,"Feste, mercati e fiere","Intrattenimento - tempo libero
Hobbistica",,,,,,
7ec58742eb871f3fccb500ea54cd7d72,2019-12-21T15:14:00+01:00,2019-02-04T16:57:47+01:00,0,,Mercatino dei Gaudenti,,Mercatino dell'usato,,,2019-12-21T15:14:00+01:00,2019-12-21T15:14:00+01:00,Sabato 21 dicembre 2019,8.00 - 16.00,,Piazza Dante,46.065905,11.123966,"Trento, Piazza Garzetti",http://www.mercatinodeigaudenti.it/ ,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercatino-dei-gaudenti34/11513666-1-ita-IT/Mercatino-dei-Gaudenti.jpg,Evento singolo,Mercatino dei Gaudenti,"Feste, mercati e fiere","Intrattenimento - tempo libero
Hobbistica",,,,,,
700d8e56c136c4cdb19dcb271186903a,2019-11-07T15:14:00+01:00,2019-01-11T15:30:06+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-07T15:14:00+01:00,2019-11-07T15:14:00+01:00,giovedì 7 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico519/11485059-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
8113fc6ba3471c98e97ab30808ffb96e,2019-11-09T15:14:00+01:00,2019-01-11T15:30:59+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-09T15:14:00+01:00,2019-11-09T15:14:00+01:00,sabato 9 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico520/11485089-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
5f684deac8c85e0809bb16bdc3329edd,2019-11-14T15:14:00+01:00,2019-01-11T15:46:02+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-14T15:14:00+01:00,2019-11-14T15:14:00+01:00,giovedì 14 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico521/11485119-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
43158b22bbf628b4718b6a6c65ceaa4e,2019-11-16T15:14:00+01:00,2019-01-11T15:48:34+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-16T15:14:00+01:00,2019-11-16T15:14:00+01:00,sabato 16 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico522/11485149-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
e6ee70dbaa9441ee04a23b9749652732,2019-11-21T15:14:00+01:00,2019-01-11T15:50:16+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-21T15:14:00+01:00,2019-11-21T15:14:00+01:00,giovedì 21 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico523/11485209-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
a87fd92c32ba3690993df1392f41ac78,2019-11-23T15:14:00+01:00,2019-01-11T15:51:10+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-23T15:14:00+01:00,2019-11-23T15:14:00+01:00,sabato 23 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico524/11485239-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
11be260c2811f3e7fcefb40001c2e03e,2019-11-28T15:14:00+01:00,2019-01-11T15:52:04+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-28T15:14:00+01:00,2019-11-28T15:14:00+01:00,giovedì 28 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico525/11485269-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
2aee5b5ce98bfb3bc33e0f242b7abed1,2019-11-30T15:14:00+01:00,2019-01-11T15:54:41+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-11-30T15:14:00+01:00,2019-11-30T15:14:00+01:00,sabato 30 novembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico526/11485299-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
d42a731190690243c23d8537f4c875c8,2019-12-05T15:14:00+01:00,2019-01-11T15:56:16+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-05T15:14:00+01:00,2019-12-05T15:14:00+01:00,giovedì 5 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico527/11485329-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
145f8b9d4ba5cf2f806fa81cd410de0f,2019-12-07T15:14:00+01:00,2019-01-11T15:59:33+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-07T15:14:00+01:00,2019-12-07T15:14:00+01:00,sabato 7 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico528/11485359-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
34e67184ffa810a88d3dd8eef96cb063,2019-12-12T15:14:00+01:00,2019-01-11T16:00:21+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-12T15:14:00+01:00,2019-12-12T15:14:00+01:00,giovedì 12 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico529/11485389-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
f6ed438f37ac2bbf64f3f2de7645e444,2019-12-14T15:14:00+01:00,2019-01-11T16:01:16+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-14T15:14:00+01:00,2019-12-14T15:14:00+01:00,sabato 14 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico530/11485419-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
857c371c6abd2519f1ca9af34eac21e9,2019-12-19T15:14:00+01:00,2019-01-11T16:02:08+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-19T15:14:00+01:00,2019-12-19T15:14:00+01:00,giovedì 19 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico531/11485449-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
39e2f1654074457777dfe712bacf6029,2019-12-21T15:14:00+01:00,2019-01-11T16:03:02+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-21T15:14:00+01:00,2019-12-21T15:14:00+01:00,sabato 21 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico532/11485479-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
dd2aa501fcf0d61cdbb17f30803a94c3,2019-12-26T15:14:00+01:00,2019-01-11T16:20:57+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-26T15:14:00+01:00,2019-12-26T15:14:00+01:00,giovedì 26 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico533/11485509-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
14f43bc770d004d7dd9dd57c2775b0ab,2019-12-28T15:14:00+01:00,2019-01-11T16:22:12+01:00,0,,Mercato dell'artigianato artistico,,"Ogni giovedì e sabato dalle 9 alle 19 in piazza Adamo D'Arogno, dietro al Duomo di Trento",,,2019-12-28T15:14:00+01:00,2019-12-28T15:14:00+01:00,sabato 28 dicembre 2019,Dalle ore 9 alle 19.00,,Centro storico,46.066755,11.121968,"Piazza Adamo D&#039;Arogno, Centro storico Trento, Trento, Territorio Val d&#039;Adige, TN, Trentino-Alto Adige, 38122, Italia",,,,,,/var/comunetn/storage/images/aree-tematiche/turismo/eventi/tutti-gli-eventi/mercato-dell-artigianato-artistico534/11485539-1-ita-IT/Mercato-dell-artigianato-artistico.png,Evento singolo,Mercato dell'artigianato artistico,"Feste, mercati e fiere",Intrattenimento - tempo libero,,Circoscrizione n. 12 - Centro storico - Piedicastello,Area piazza d'Arogno,,,
